trial_id, eps_id, trips, missed_trips, loss, steps, rh_loss, dh_loss, max_delay, max_queue, CO_abs, CO2_abs, HC_abs, PMx_abs, NOx_abs, fuel_abs, elec_abs, agent_type
0, 0, 69656, 63924, 374.68331859423415, 11896, 322.1598455233293, 328.46683628318584, 2338.68, 26.0, 59022.595995881566, 1031758.6687664533, 292.7912488839965, 24.667957309578615, 465.1796446887856, 329103.5606427669, 0.0, dqn_egreedy_exp
0, 1, 77317, 56229, 366.17398515203763, 10647, 359.8108609656772, 357.1041768665857, 1293.05, 26.0, 56718.10576200731, 999771.4376942114, 281.5584003788535, 23.80409814395269, 450.38173681457215, 318900.27837634203, 0.0, dqn_egreedy_exp
0, 2, 89332, 44302, 303.12480275825055, 11366, 294.00494401168424, 298.23324126726266, 1014.96, 26.0, 46690.52898930893, 841995.4804117025, 232.20502479403788, 19.84404305854582, 378.02868713761023, 268573.5216770781, 0.0, dqn_egreedy_exp
0, 3, 98812, 34685, 260.6879902238596, 12494, 269.9093925831204, 160.25774266365661, 845.96, 26.0, 40030.15857010001, 736541.6168634396, 199.40861719063471, 17.205361950502017, 329.68355231499163, 234936.2815645984, 0.0, dqn_egreedy_exp
0, 4, 108891, 24900, 214.9288446244416, 14014, 176.44644699140431, 88.2823596035866, 818.77, 26.0, 33133.175543211386, 626071.3457918052, 165.41545999125697, 14.457996941996951, 279.0749226977409, 199698.96519040593, 0.0, dqn_egreedy_exp
0, 5, 117082, 16587, 185.46114586358254, 15191, 154.72729878288192, 61.81982908040439, 694.74, 26.0, 28695.944635181186, 555228.9262326634, 143.55341572557748, 12.6957679361728, 246.6214352058739, 177101.95639549108, 0.0, dqn_egreedy_exp
0, 6, 122995, 10301, 162.1065179885366, 16134, 122.27664522058829, 49.5385892514394, 665.87, 26.0, 25186.734887322185, 498314.6152812617, 126.23909826731366, 11.284728247253991, 220.55316471780853, 158947.7067638056, 0.0, dqn_egreedy_exp
0, 7, 125605, 7743, 132.67409792603732, 17134, 105.65980739989843, 56.95630807965218, 541.12, 26.0, 20740.657171656967, 425256.39605156827, 104.2739901441909, 9.47596421772226, 187.08475170391512, 135643.9868662481, 0.0, dqn_egreedy_exp
0, 8, 128267, 5146, 114.74745577584109, 18017, 79.74356308411218, 34.39459070535497, 509.24, 26.0, 18040.348000625694, 380577.7925285192, 90.92716599762961, 8.372292869600088, 166.62698744827452, 121392.65470743828, 0.0, dqn_egreedy_exp
0, 9, 129839, 4077, 105.32729980976669, 18463, 81.37697141902044, 31.845727466288118, 499.06, 26.0, 16598.955506759758, 356906.3621624062, 83.8058939493523, 7.785163141675426, 155.77719929697818, 113842.06899464912, 0.0, dqn_egreedy_exp
0, 10, 130887, 2560, 94.70918914789162, 19191, 67.61840781648266, 34.264747027279064, 455.03, 26.0, 14972.52573467529, 329418.3084774194, 75.7512445532538, 7.108656958559685, 143.20201810135575, 105074.1020631703, 0.0, dqn_egreedy_exp
0, 11, 131303, 2237, 88.39967944372769, 18918, 63.25050622406637, 27.14203733955652, 422.35, 26.0, 13993.45852312511, 313017.38761753304, 70.90458148644863, 6.702689889514985, 135.68380510189286, 99842.63611533311, 0.0, dqn_egreedy_exp
0, 12, 131823, 1696, 80.49863187759384, 19185, 59.71536308109949, 26.216930054905742, 410.12, 26.0, 12781.296630453058, 292579.55300323013, 64.90176340191036, 6.19857827152328, 126.32550293268426, 93323.50316624939, 0.0, dqn_egreedy_exp
0, 13, 132232, 1532, 79.27223478431779, 19240, 50.01666946590515, 28.005393823318197, 382.83, 26.0, 12568.44277622991, 289105.51950627984, 63.849762368557194, 6.11112572266926, 124.72773231546918, 92215.37488024027, 0.0, dqn_egreedy_exp
0, 14, 132550, 1567, 78.18410909090885, 19581, 54.44037111333985, 29.32355565672659, 385.64, 26.0, 12420.778850228167, 286509.17587550066, 63.11599563807661, 6.048284606216403, 123.54130010069656, 91387.21246627733, 0.0, dqn_egreedy_exp
0, 15, 131730, 1192, 74.821629545282, 19390, 49.48287636669474, 25.773051417587798, 381.3, 26.0, 11893.489501408012, 277505.0705010725, 60.50143862395799, 5.826416030008343, 119.41851959841337, 88515.14317494651, 0.0, dqn_egreedy_exp
0, 16, 131788, 1286, 73.54003255228082, 19361, 50.41391014690821, 26.232617354196293, 364.87, 26.0, 11678.532692176605, 274031.2161728643, 59.43969354094492, 5.738641453592094, 117.81768293832538, 87407.07104044121, 0.0, dqn_egreedy_exp
0, 17, 132668, 917, 73.93381674556012, 19426, 53.59315080033702, 27.09306365120073, 367.71, 26.0, 11744.352214471492, 275130.9140561364, 59.76665777126366, 5.766615044735823, 118.32806623506642, 87757.84543872689, 0.0, dqn_egreedy_exp
0, 18, 132433, 835, 71.73334992033678, 19368, 43.96944538958821, 25.740090403337913, 317.73, 26.0, 11411.732794541858, 269517.7582836918, 58.11835869182922, 5.627505917807488, 115.75075847209534, 85967.39699693587, 0.0, dqn_egreedy_exp
0, 19, 132678, 520, 69.25995432551052, 19724, 41.668303892985776, 24.833477951635743, 355.08, 26.0, 11019.257344851934, 262936.45506387396, 56.175709941873116, 5.465131418456787, 112.74012124394461, 83868.13240882326, 0.0, dqn_egreedy_exp
0, 20, 132867, 745, 68.98568839516143, 19636, 44.690088643585824, 25.494218898385494, 374.57, 26.0, 10961.099391483573, 261973.12693830917, 55.88756941229218, 5.440259624248301, 112.29410799739489, 83560.85639453641, 0.0, dqn_egreedy_exp
