trial_id, eps_id, trips, missed_trips, loss, steps, rh_loss, dh_loss, max_delay, max_queue, CO_abs, CO2_abs, HC_abs, PMx_abs, NOx_abs, fuel_abs, elec_abs, agent_type
0, 0, 131977, 1582, 80.57274562991971, 19990, 52.58582747068673, 62.313885350318664, 522.59, 26.0, 12799.932802563677, 292533.9201379383, 64.98517450758808, 6.199863274479715, 126.30996798273867, 93308.9590762044, 0.0, dqn_egreedy_const
0, 1, 131827, 1637, 83.03614532683014, 19249, 58.77266187050359, 27.425695364238425, 437.97, 26.0, 13157.984103435881, 298910.96782684454, 66.76637784154885, 6.354721629408214, 129.22463059291277, 95343.05908364798, 0.0, dqn_egreedy_const
0, 2, 131564, 1679, 82.09845048797453, 19004, 60.03595190043737, 26.8298606271777, 416.72, 26.0, 12991.469002080232, 296068.4246399604, 65.94015341546395, 6.283272015961809, 127.9168888523769, 94436.36489759773, 0.0, dqn_egreedy_const
0, 3, 131969, 1707, 79.72054634042917, 19266, 54.01120471777574, 27.657671738128137, 390.16, 26.0, 12645.95635777607, 290179.0613374435, 64.22760137088284, 6.139247588615454, 125.22331119540252, 92557.8139217411, 0.0, dqn_egreedy_const
0, 4, 132023, 2041, 84.32599721260684, 19202, 52.38935456690244, 25.11751457216137, 452.2, 26.0, 13343.319149556668, 302134.0926048737, 67.68643872569982, 6.432414375631437, 130.692443623635, 96371.14936429786, 0.0, dqn_egreedy_const
0, 5, 132099, 1438, 78.94199032543867, 19164, 50.67445045654381, 26.092369872871142, 384.81, 26.0, 12510.043014200828, 287893.85100914515, 63.55476510987149, 6.082159462191276, 124.17677287503194, 91828.8920514109, 0.0, dqn_egreedy_const
0, 6, 131334, 1899, 81.66654110892857, 18905, 59.97554772689152, 28.357813383600377, 413.19, 26.0, 12922.569644297715, 294842.8322053652, 65.59691126239237, 6.253089714811001, 127.35464334028646, 94045.43546862823, 0.0, dqn_egreedy_const
0, 7, 131842, 1781, 81.24244830933965, 18817, 53.780817233715204, 26.708217515468807, 556.46, 26.0, 12870.111978422587, 294026.8212868507, 65.33984538391377, 6.233846192283129, 126.98863881582548, 93785.14581858515, 0.0, dqn_egreedy_const
0, 8, 131905, 1820, 80.43721686061892, 19010, 59.39150893006185, 27.234026559165343, 370.68, 26.0, 12744.636846665704, 291870.4021736256, 64.71674229039047, 6.179979843379813, 125.99310700267624, 93097.30717590055, 0.0, dqn_egreedy_const
0, 9, 131408, 1822, 81.68073222330382, 18718, 53.869000341763346, 27.77351332232961, 389.96, 26.0, 12935.508773825206, 295204.0415863214, 65.6653549897017, 6.2621124665621295, 127.52217536126336, 94160.64627390225, 0.0, dqn_egreedy_const
0, 10, 131422, 1806, 82.1932930559561, 18980, 58.909528948269916, 27.263443396226442, 386.03, 26.0, 13014.351865543968, 296440.4807316759, 66.05337888225715, 6.293141189808357, 128.09042917449784, 94555.04088406269, 0.0, dqn_egreedy_const
0, 11, 131730, 1845, 82.79283170120777, 18847, 57.690372712146406, 28.419552625382643, 405.92, 26.0, 13114.237182878402, 298076.35099814227, 66.54674877739212, 6.33402311283672, 128.84045101999547, 95076.84197395634, 0.0, dqn_egreedy_const
0, 12, 131681, 1811, 82.79028569041837, 18755, 56.82149198312241, 26.907599441730707, 432.55, 26.0, 13103.267333749714, 297943.17250498506, 66.49416689879999, 6.330045939558441, 128.77912006103978, 95034.36014527401, 0.0, dqn_egreedy_const
0, 13, 131639, 1792, 80.99060954580399, 18853, 59.052064483457144, 26.4228229091781, 377.27, 26.0, 12813.706991001407, 293056.4308096859, 65.05878560293716, 6.208896299820016, 126.53796790784736, 93475.61836236015, 0.0, dqn_egreedy_const
0, 14, 131298, 1892, 80.41801131776552, 18796, 51.05848094919803, 26.815344581749006, 393.87, 26.0, 12742.991127242443, 291862.17541705264, 64.7093303601588, 6.179892081334074, 125.9920671702618, 93094.68210907513, 0.0, dqn_egreedy_const
0, 15, 131510, 1871, 81.89606691506289, 18736, 54.641652975691564, 27.75524100634846, 418.38, 26.0, 12969.808677306655, 295749.5265427197, 65.83428809822799, 6.275823416599491, 127.77466913269716, 94334.64252435556, 0.0, dqn_egreedy_const
0, 16, 131759, 1643, 82.13632472924023, 18872, 50.076075369207466, 29.386623941405368, 547.55, 26.0, 13014.373303028027, 296522.0658656751, 66.05527678974397, 6.294715746939497, 128.12412904456647, 94581.061869573, 0.0, dqn_egreedy_const
0, 17, 131453, 1805, 81.2013145382772, 18708, 62.07413886536815, 26.647156723484894, 438.8, 26.0, 12874.556558785427, 294118.1504167142, 65.36171314700381, 6.236111305006288, 127.02618958241393, 93814.27700712573, 0.0, dqn_egreedy_const
0, 18, 131437, 1907, 81.02357235785867, 18596, 50.6897780037284, 25.094513108614247, 439.87, 26.0, 12835.688488040245, 293523.75869775476, 65.1701562910443, 6.219953222289005, 126.74752664765468, 93624.68073668993, 0.0, dqn_egreedy_const
0, 19, 132873, 727, 67.61402459491458, 19376, 42.008069550466516, 23.60708284714111, 346.02, 26.0, 10771.413707935852, 258727.01715950688, 54.947142843962894, 5.361121258818496, 110.8078923393316, 82525.43371534438, 0.0, dqn_egreedy_const
0, 20, 133451, 334, 68.04154903297918, 19409, 47.92265224625635, 25.8205404167621, 351.55, 27.0, 10827.989958046308, 259691.22613131072, 55.22793764912978, 5.384880837723224, 111.25341604470452, 82832.9904809831, 0.0, dqn_egreedy_const
